"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 31 21:12:27 GMT 2023","Tue Jan 31 21:12:27 GMT 2023","25","Allure tests structure","Set in test","Using commands","","","""Set in test"", ""Using commands""",""
"passed","Tue Jan 31 21:12:24 GMT 2023","Tue Jan 31 21:12:24 GMT 2023","26","","Allure labels","","","","should be able to add tag",""
"passed","Tue Jan 31 21:12:03 GMT 2023","Tue Jan 31 21:12:03 GMT 2023","35","","Allure links","","","","should be able to add link to issue tracker",""
"passed","Tue Jan 31 21:12:21 GMT 2023","Tue Jan 31 21:12:21 GMT 2023","25","","Allure steps","","","","could be started for current test with step and finished automatically",""
"passed","Tue Jan 31 21:11:37 GMT 2023","Tue Jan 31 21:11:37 GMT 2023","29","","Allure attachments","","","","should be able to attach existing file to test by path",""
"passed","Tue Jan 31 21:12:06 GMT 2023","Tue Jan 31 21:12:06 GMT 2023","53","","Allure parameters","","","","should attach testParameter number 1 to test",""
"passed","Tue Jan 31 21:12:27 GMT 2023","Tue Jan 31 21:12:27 GMT 2023","53","Allure tests structure","Allure tests structure","Set in beforeEach","","","""Tests structure"", ""behaviors"", ""labels""",""
"passed","Tue Jan 31 21:12:21 GMT 2023","Tue Jan 31 21:12:21 GMT 2023","36","","Allure steps","","","","could be started for current executable with log step, or step(name,false) and finish automatically",""
"passed","Tue Jan 31 21:12:03 GMT 2023","Tue Jan 31 21:12:03 GMT 2023","30","","Allure links","","","","should accept * character as pattern in tmsPrefix configuration",""
"passed","Tue Jan 31 21:12:09 GMT 2023","Tue Jan 31 21:12:10 GMT 2023","312","","Allure screenshots","","","","should attach screenshot with custom name",""
"passed","Tue Jan 31 21:12:13 GMT 2023","Tue Jan 31 21:12:13 GMT 2023","47","","Allure test statuses","","","","should be passed",""
"passed","Tue Jan 31 21:12:36 GMT 2023","Tue Jan 31 21:12:36 GMT 2023","94","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Some scenario with examples (example #1)",""
"passed","Tue Jan 31 21:12:41 GMT 2023","Tue Jan 31 21:12:41 GMT 2023","78","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Will attach links for each example separately (example #2)",""
"passed","Tue Jan 31 21:11:43 GMT 2023","Tue Jan 31 21:11:43 GMT 2023","41","","Allure Cypress log","","","","should log cypress custom command as separate step",""
"passed","Tue Jan 31 21:12:27 GMT 2023","Tue Jan 31 21:12:27 GMT 2023","43","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in test""",""
"passed","Tue Jan 31 21:11:44 GMT 2023","Tue Jan 31 21:11:44 GMT 2023","40","","Allure Cypress log","","","","should not log cypress commands when allureLogCypress is disabled",""
"passed","Tue Jan 31 21:12:21 GMT 2023","Tue Jan 31 21:12:21 GMT 2023","55","","Allure steps","","","","could be started and finished with startStep, endStep",""
"passed","Tue Jan 31 21:12:27 GMT 2023","Tue Jan 31 21:12:27 GMT 2023","32","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in beforeEach""",""
"passed","Tue Jan 31 21:12:03 GMT 2023","Tue Jan 31 21:12:03 GMT 2023","43","","Allure links","","","","should be configurable with prefix env variables",""
"passed","Tue Jan 31 21:12:41 GMT 2023","Tue Jan 31 21:12:41 GMT 2023","67","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Some scenario with examples (example #4)",""
"passed","Tue Jan 31 21:12:36 GMT 2023","Tue Jan 31 21:12:36 GMT 2023","155","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Allure labels",""
"passed","Tue Jan 31 21:11:37 GMT 2023","Tue Jan 31 21:11:37 GMT 2023","67","","Allure attachments","","","","should be able to attach file to executable by content",""
"passed","Tue Jan 31 21:12:03 GMT 2023","Tue Jan 31 21:12:03 GMT 2023","28","","Allure links","","","","should be able to add link other external system",""
"passed","Tue Jan 31 21:12:41 GMT 2023","Tue Jan 31 21:12:41 GMT 2023","84","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Will attach links for each example separately (example #1)",""
"passed","Tue Jan 31 21:12:03 GMT 2023","Tue Jan 31 21:12:03 GMT 2023","39","","Allure links","","","","should be able to add link to test management system",""
"passed","Tue Jan 31 21:12:24 GMT 2023","Tue Jan 31 21:12:24 GMT 2023","35","","Allure labels","","","","should be able to add test id for allure testops",""
"passed","Tue Jan 31 21:12:00 GMT 2023","Tue Jan 31 21:12:00 GMT 2023","24","","Allure hooks","","","","should log before hooks as pre-requisites and each hooks as steps",""
"passed","Tue Jan 31 21:12:06 GMT 2023","Tue Jan 31 21:12:06 GMT 2023","27","","Allure parameters","","","","should attach parameter number 2 to step",""
"passed","Tue Jan 31 21:11:43 GMT 2023","Tue Jan 31 21:11:43 GMT 2023","49","","Allure Cypress log","","","","should log cypress commands as steps when allureLogCypress is enabled",""
"passed","Tue Jan 31 21:12:24 GMT 2023","Tue Jan 31 21:12:24 GMT 2023","33","","Allure labels","","","","should be able to add severity",""
"passed","Tue Jan 31 21:11:47 GMT 2023","Tue Jan 31 21:11:47 GMT 2023","26","","Allure Environment info","","","","should overwrite Environment info",""
"passed","Tue Jan 31 21:12:24 GMT 2023","Tue Jan 31 21:12:24 GMT 2023","29","","Allure labels","","","","should be able to add markdown description","
## Emphasis

**This is bold text**

__This is bold text__

*This is italic text*

_This is italic text_

~~Strikethrough~~
"
"passed","Tue Jan 31 21:11:47 GMT 2023","Tue Jan 31 21:11:47 GMT 2023","43","","Allure Environment info","","","","should add Environment info",""
"passed","Tue Jan 31 21:12:36 GMT 2023","Tue Jan 31 21:12:36 GMT 2023","112","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Allure gherkin suite structure",""
"passed","Tue Jan 31 21:12:24 GMT 2023","Tue Jan 31 21:12:24 GMT 2023","33","","Allure labels","","","","should be able to add html description",""
"failed","Tue Jan 31 21:12:13 GMT 2023","Tue Jan 31 21:12:17 GMT 2023","4131","","Allure test statuses","","","","should be failed",""
"passed","Tue Jan 31 21:11:43 GMT 2023","Tue Jan 31 21:11:44 GMT 2023","749","","Allure Cypress log","","","","should attach cy.request data with allureLogCypress and allureAttachRequests env vars",""
"passed","Tue Jan 31 21:12:09 GMT 2023","Tue Jan 31 21:12:09 GMT 2023","367","","Allure screenshots","","","","should attach screenshot automatically",""
