"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Mar 21 08:35:42 GMT 2023","Tue Mar 21 08:35:42 GMT 2023","502","","Failed in global hooks","","","","should create a blank test with error when cypress got uncaught exception",""
"skipped","Tue Mar 21 08:36:28 GMT 2023","Tue Mar 21 08:36:28 GMT 2023","3","","Allure test statuses","","","","should be skipped",""
"passed","Tue Mar 21 08:36:00 GMT 2023","Tue Mar 21 08:36:00 GMT 2023","94","","Allure parameters","","","","should attach parameter number 2 to step",""
"passed","Tue Mar 21 08:36:09 GMT 2023","Tue Mar 21 08:36:09 GMT 2023","641","","Allure retry","","","","test with retries (no screenshots for retries)",""
"failed","Tue Mar 21 08:36:10 GMT 2023","Tue Mar 21 08:36:10 GMT 2023","424","","Allure retry","","","","test with retries - fail (no screenshots for retries)",""
"passed","Tue Mar 21 08:36:00 GMT 2023","Tue Mar 21 08:36:00 GMT 2023","12","","Allure parameters","","","","should attach testParameter number 1 to test",""
"passed","Tue Mar 21 08:36:47 GMT 2023","Tue Mar 21 08:36:47 GMT 2023","51","Allure tests structure","Set in test","Using commands","","","""Set in test"", ""Using commands""",""
"passed","Tue Mar 21 08:35:55 GMT 2023","Tue Mar 21 08:35:55 GMT 2023","64","","Allure links","","","","should be able to add link to issue tracker",""
"skipped","Tue Mar 21 08:36:23 GMT 2023","Tue Mar 21 08:36:23 GMT 2023","11","","Allure skipped tests","","","","skip from inside (should be able to add tag)",""
"skipped","Tue Mar 21 08:36:23 GMT 2023","Tue Mar 21 08:36:23 GMT 2023","2","","Allure skipped tests","","","","skip by xit",""
"passed","Tue Mar 21 08:35:33 GMT 2023","Tue Mar 21 08:35:33 GMT 2023","13","","Allure Environment info","","","","should add Environment info",""
"passed","Tue Mar 21 08:36:00 GMT 2023","Tue Mar 21 08:36:00 GMT 2023","40","","Allure parameters","","","","should attach parameter number 1 to step",""
"passed","Tue Mar 21 08:36:42 GMT 2023","Tue Mar 21 08:36:42 GMT 2023","46","","Allure labels","","","","should be able to add owner",""
"passed","Tue Mar 21 08:36:18 GMT 2023","Tue Mar 21 08:36:19 GMT 2023","364","","Allure screenshots","","","","should attach screenshot with custom name",""
"passed","Tue Mar 21 08:35:27 GMT 2023","Tue Mar 21 08:35:28 GMT 2023","805","","Allure Cypress log","","","","should attach cy.api data with allureLogCypress and allureAttachRequests env vars",""
"passed","Tue Mar 21 08:35:18 GMT 2023","Tue Mar 21 08:35:18 GMT 2023","28","","Allure attachments","","","","should be able to attach file to executable by content",""
"passed","Tue Mar 21 08:35:37 GMT 2023","Tue Mar 21 08:35:37 GMT 2023","11","","Allure executor info","","","","should write executors.json file",""
"passed","Tue Mar 21 08:35:55 GMT 2023","Tue Mar 21 08:35:55 GMT 2023","10","","Allure links","","","","should be configurable with prefix env variables",""
"passed","Tue Mar 21 08:36:06 GMT 2023","Tue Mar 21 08:36:06 GMT 2023","259","","Allure retry","","","","test with retries",""
"broken","Tue Mar 21 08:35:47 GMT 2023","Tue Mar 21 08:35:47 GMT 2023","2","","Failed in global hooks","","","","should create a blank test with error when cypress got uncaught exception",""
"passed","Tue Mar 21 08:36:43 GMT 2023","Tue Mar 21 08:36:43 GMT 2023","66","","Allure labels","","","","should be able to add html description",""
"passed","Tue Mar 21 08:36:42 GMT 2023","Tue Mar 21 08:36:42 GMT 2023","43","","Allure labels","","","","should be able to add test id for allure testops",""
"passed","Tue Mar 21 08:35:28 GMT 2023","Tue Mar 21 08:35:28 GMT 2023","53","","Allure Cypress log","","","","should not log cypress commands when allureLogCypress is disabled",""
"failed","Tue Mar 21 08:36:11 GMT 2023","Tue Mar 21 08:36:11 GMT 2023","289","","Allure retry","","","","failed test no retries",""
"passed","Tue Mar 21 08:35:55 GMT 2023","Tue Mar 21 08:35:55 GMT 2023","52","","Allure links","","","","should be able to add link other external system",""
"passed","Tue Mar 21 08:35:26 GMT 2023","Tue Mar 21 08:35:26 GMT 2023","3","","Allure Cypress log","","","","should be configurable by allureLogCypress env variable",""
"passed","Tue Mar 21 08:36:42 GMT 2023","Tue Mar 21 08:36:43 GMT 2023","60","","Allure labels","","","","should be able to add markdown description","
## Emphasis

**This is bold text**

__This is bold text__

*This is italic text*

_This is italic text_

~~Strikethrough~~
"
"passed","Tue Mar 21 08:36:42 GMT 2023","Tue Mar 21 08:36:42 GMT 2023","10","","Allure labels","","","","should be able to add label",""
"passed","Tue Mar 21 08:36:42 GMT 2023","Tue Mar 21 08:36:42 GMT 2023","56","","Allure labels","","","","should be able to add severity",""
"passed","Tue Mar 21 08:35:33 GMT 2023","Tue Mar 21 08:35:33 GMT 2023","67","","Allure Environment info","","","","should overwrite Environment info",""
"passed","Tue Mar 21 08:36:19 GMT 2023","Tue Mar 21 08:36:19 GMT 2023","43","","Allure screenshots","","","","should attach screenshot diff",""
"passed","Tue Mar 21 08:35:18 GMT 2023","Tue Mar 21 08:35:18 GMT 2023","46","","Allure attachments","","","","should be able to attach existing file to test by path",""
"skipped","Tue Mar 21 08:36:23 GMT 2023","Tue Mar 21 08:36:23 GMT 2023","3","","Allure skipped tests","","","","skip by it.skip",""
"passed","Tue Mar 21 08:36:28 GMT 2023","Tue Mar 21 08:36:28 GMT 2023","21","","Allure test statuses","","","","should be passed",""
"passed","Tue Mar 21 08:36:18 GMT 2023","Tue Mar 21 08:36:18 GMT 2023","342","","Allure screenshots","","","","should attach screenshot automatically",""
"broken","Tue Mar 21 08:35:22 GMT 2023","Tue Mar 21 08:35:22 GMT 2023","0","","cypress/e2e/examples/crashed.cy.js","","","","Oops...we found an error preparing this test file: cypress/e2e/examples/crashed.cy.js",""
