"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 10 15:40:09 GMT 2022","Sat Sep 10 15:40:09 GMT 2022","20","","Allure hooks","","","","should log before hooks as pre-requisites and each hooks as steps",""
"passed","Sat Sep 10 15:40:33 GMT 2022","Sat Sep 10 15:40:33 GMT 2022","12","","Allure labels","","","","should be able to add html description",""
"passed","Sat Sep 10 15:40:15 GMT 2022","Sat Sep 10 15:40:15 GMT 2022","12","","Allure parameters","","","","should attach testParameter number 2 to test",""
"passed","Sat Sep 10 15:40:36 GMT 2022","Sat Sep 10 15:40:36 GMT 2022","13","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in beforeEach""",""
"passed","Sat Sep 10 15:39:50 GMT 2022","Sat Sep 10 15:39:50 GMT 2022","18","","Allure Cypress log","","","","should not log cypress commands when allureLogCypress is disabled",""
"passed","Sat Sep 10 15:39:43 GMT 2022","Sat Sep 10 15:39:43 GMT 2022","15","","Allure attachments","","","","should be able to attach file to test by content",""
"passed","Sat Sep 10 15:40:33 GMT 2022","Sat Sep 10 15:40:33 GMT 2022","13","","Allure labels","","","","should be able to add owner",""
"passed","Sat Sep 10 15:40:30 GMT 2022","Sat Sep 10 15:40:30 GMT 2022","14","","Allure steps","","","","could be started for current executable with log step, or step(name,false) and finish automatically",""
"passed","Sat Sep 10 15:39:49 GMT 2022","Sat Sep 10 15:39:49 GMT 2022","35","","Allure Cypress log","","","","should log cypress custom command as separate step",""
"passed","Sat Sep 10 15:39:56 GMT 2022","Sat Sep 10 15:39:56 GMT 2022","25","","Allure executor info","","","","should write executors.json file",""
"passed","Sat Sep 10 15:39:43 GMT 2022","Sat Sep 10 15:39:43 GMT 2022","11","","Allure attachments","","","","should be able to attach existing file to test by path",""
"passed","Sat Sep 10 15:40:18 GMT 2022","Sat Sep 10 15:40:18 GMT 2022","409","","Allure screenshots","","","","should attach screenshot automatically",""
"passed","Sat Sep 10 15:40:46 GMT 2022","Sat Sep 10 15:40:46 GMT 2022","67","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Some scenario with examples (example #1)",""
