"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 08 20:16:31 GMT 2023","Thu Jun 08 20:16:31 GMT 2023","58","","Allure labels","","","","should be able to add markdown description","
## Emphasis

**This is bold text**

__This is bold text__

*This is italic text*

_This is italic text_

~~Strikethrough~~
"
"passed","Thu Jun 08 20:16:19 GMT 2023","Thu Jun 08 20:16:19 GMT 2023","61","","Allure steps","","","","could be started for current executable with log step, or step(name,false) and finish automatically",""
"passed","Thu Jun 08 20:16:10 GMT 2023","Thu Jun 08 20:16:10 GMT 2023","15","","Allure test statuses","","","","should be passed",""
"skipped","Thu Jun 08 20:16:06 GMT 2023","Thu Jun 08 20:16:06 GMT 2023","1","","Allure skipped tests","","","","skip by xit",""
"passed","Thu Jun 08 20:15:00 GMT 2023","Thu Jun 08 20:15:00 GMT 2023","31","","Allure Environment info","","","","should overwrite Environment info",""
"passed","Thu Jun 08 20:14:54 GMT 2023","Thu Jun 08 20:14:54 GMT 2023","57","","Allure Cypress log","","","","should log cypress commands as steps when allureLogCypress is enabled",""
"passed","Thu Jun 08 20:16:35 GMT 2023","Thu Jun 08 20:16:35 GMT 2023","53","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in test""",""
"passed","Thu Jun 08 20:14:54 GMT 2023","Thu Jun 08 20:14:54 GMT 2023","49","","Allure Cypress log","","","","should log cypress custom command as separate step",""
"passed","Thu Jun 08 20:16:31 GMT 2023","Thu Jun 08 20:16:31 GMT 2023","56","","Allure labels","","","","should be able to add owner",""
"passed","Thu Jun 08 20:15:00 GMT 2023","Thu Jun 08 20:15:00 GMT 2023","8","","Allure Environment info","","","","should add Environment info",""
"skipped","Thu Jun 08 20:16:06 GMT 2023","Thu Jun 08 20:16:06 GMT 2023","10","","Allure skipped tests","","","","skip by it.skip",""
"passed","Thu Jun 08 20:15:48 GMT 2023","Thu Jun 08 20:15:48 GMT 2023","44","","Allure parameters","","","","should attach testParameter number 2 to test",""
"passed","Thu Jun 08 20:16:51 GMT 2023","Thu Jun 08 20:16:51 GMT 2023","108","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Some scenario with examples (example #3)",""
"passed","Thu Jun 08 20:16:46 GMT 2023","Thu Jun 08 20:16:46 GMT 2023","142","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Allure labels",""
"passed","Thu Jun 08 20:15:19 GMT 2023","Thu Jun 08 20:15:19 GMT 2023","42","","Allure links","","","","should accept * character as pattern in tmsPrefix configuration",""
"passed","Thu Jun 08 20:16:19 GMT 2023","Thu Jun 08 20:16:19 GMT 2023","22","","Allure steps","","","","could be started and finished with startStep, endStep",""
"passed","Thu Jun 08 20:16:02 GMT 2023","Thu Jun 08 20:16:02 GMT 2023","419","","Allure screenshots","","","","should attach screenshot with custom name",""
"failed","Thu Jun 08 20:14:55 GMT 2023","Thu Jun 08 20:14:55 GMT 2023","300","","Allure Cypress log","","","","should attach cy.api data with allureLogCypress and allureAttachRequests env vars",""
"passed","Thu Jun 08 20:15:19 GMT 2023","Thu Jun 08 20:15:19 GMT 2023","47","","Allure links","","","","should be able to add link to issue tracker",""
"passed","Thu Jun 08 20:16:35 GMT 2023","Thu Jun 08 20:16:35 GMT 2023","52","Allure tests structure","Set in test","Using commands","","","""Set in test"", ""Using commands""",""
"passed","Thu Jun 08 20:15:19 GMT 2023","Thu Jun 08 20:15:19 GMT 2023","7","","Allure links","","","","should be configurable with prefix env variables",""
"passed","Thu Jun 08 20:16:35 GMT 2023","Thu Jun 08 20:16:35 GMT 2023","8","Allure tests structure","Allure tests structure","Set in beforeEach","","","""Tests structure"", ""behaviors"", ""labels""",""
"passed","Thu Jun 08 20:16:31 GMT 2023","Thu Jun 08 20:16:31 GMT 2023","43","","Allure labels","","","","should be able to add html description",""
"skipped","Thu Jun 08 20:16:10 GMT 2023","Thu Jun 08 20:16:10 GMT 2023","3","","Allure test statuses","","","","should be skipped",""
"failed","Thu Jun 08 20:16:10 GMT 2023","Thu Jun 08 20:16:14 GMT 2023","4175","","Allure test statuses","","","","should be failed",""
