"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 04 23:28:36 GMT 2023","Tue Apr 04 23:28:37 GMT 2023","47","","Allure parameters","","","","should attach parameter number 1 to step",""
"passed","Tue Apr 04 23:28:09 GMT 2023","Tue Apr 04 23:28:09 GMT 2023","48","","Allure links","","","","should be able to add link to issue tracker",""
"passed","Tue Apr 04 23:29:12 GMT 2023","Tue Apr 04 23:29:12 GMT 2023","39","","Allure labels","","","","should be able to add owner",""
"passed","Tue Apr 04 23:28:09 GMT 2023","Tue Apr 04 23:28:09 GMT 2023","8","","Allure links","","","","should be configurable with prefix env variables",""
"passed","Tue Apr 04 23:28:50 GMT 2023","Tue Apr 04 23:28:51 GMT 2023","441","","Allure screenshots","","","","should attach screenshot automatically",""
"broken","Tue Apr 04 23:28:01 GMT 2023","Tue Apr 04 23:28:01 GMT 2023","2","","Failed in global hooks","","","","should create a blank test with error when cypress got uncaught exception",""
"passed","Tue Apr 04 23:28:59 GMT 2023","Tue Apr 04 23:28:59 GMT 2023","14","","Allure test statuses","","","","should be passed",""
"passed","Tue Apr 04 23:28:05 GMT 2023","Tue Apr 04 23:28:05 GMT 2023","35","","Allure hooks","","","","should log before hooks as pre-requisites and each hooks as steps",""
"skipped","Tue Apr 04 23:28:55 GMT 2023","Tue Apr 04 23:28:55 GMT 2023","1","","Allure skipped tests","","","","skip by xit",""
"passed","Tue Apr 04 23:29:08 GMT 2023","Tue Apr 04 23:29:08 GMT 2023","42","","Allure steps","","","","could be started for current test with step and finished automatically",""
"passed","Tue Apr 04 23:28:43 GMT 2023","Tue Apr 04 23:28:43 GMT 2023","531","","Allure retry","","","","test with retries (no screenshots for retries)",""
"passed","Tue Apr 04 23:28:09 GMT 2023","Tue Apr 04 23:28:09 GMT 2023","49","","Allure links","","","","should accept * character as pattern in tmsPrefix configuration",""
"passed","Tue Apr 04 23:28:37 GMT 2023","Tue Apr 04 23:28:37 GMT 2023","46","","Allure parameters","","","","should attach parameter number 2 to step",""
"passed","Tue Apr 04 23:29:12 GMT 2023","Tue Apr 04 23:29:12 GMT 2023","7","","Allure labels","","","","should be able to add label",""
"passed","Tue Apr 04 23:29:16 GMT 2023","Tue Apr 04 23:29:16 GMT 2023","51","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in test""",""
"passed","Tue Apr 04 23:27:35 GMT 2023","Tue Apr 04 23:27:35 GMT 2023","54","","Allure attachments","","","","should be able to attach existing file to test by path",""
"passed","Tue Apr 04 23:27:35 GMT 2023","Tue Apr 04 23:27:35 GMT 2023","40","","Allure attachments","","","","should be able to attach file to test by content",""
"passed","Tue Apr 04 23:29:08 GMT 2023","Tue Apr 04 23:29:08 GMT 2023","38","","Allure steps","","","","could be started for current executable with log step, or step(name,false) and finish automatically",""
"passed","Tue Apr 04 23:28:44 GMT 2023","Tue Apr 04 23:28:45 GMT 2023","102","","Allure retry","","","","passed test no retries",""
"passed","Tue Apr 04 23:28:51 GMT 2023","Tue Apr 04 23:28:51 GMT 2023","54","","Allure screenshots","","","","should attach screenshot diff",""
"passed","Tue Apr 04 23:28:36 GMT 2023","Tue Apr 04 23:28:36 GMT 2023","50","","Allure parameters","","","","should attach testParameter number 2 to test",""
"passed","Tue Apr 04 23:28:51 GMT 2023","Tue Apr 04 23:28:51 GMT 2023","402","","Allure screenshots","","","","should attach screenshot with custom name",""
"passed","Tue Apr 04 23:27:42 GMT 2023","Tue Apr 04 23:27:43 GMT 2023","87","","Allure Cypress log","","","","should log cypress commands as steps when allureLogCypress is enabled",""
"skipped","Tue Apr 04 23:28:55 GMT 2023","Tue Apr 04 23:28:55 GMT 2023","3","","Allure skipped tests","","","","skip by it.skip",""
"broken","Tue Apr 04 23:27:39 GMT 2023","Tue Apr 04 23:27:39 GMT 2023","0","","cypress/e2e/examples/crashed.cy.js","","","","Oops...we found an error preparing this test file: cypress/e2e/examples/crashed.cy.js",""
"passed","Tue Apr 04 23:27:43 GMT 2023","Tue Apr 04 23:27:44 GMT 2023","1428","","Allure Cypress log","","","","should attach cy.request data with allureLogCypress and allureAttachRequests env vars",""
"passed","Tue Apr 04 23:29:12 GMT 2023","Tue Apr 04 23:29:12 GMT 2023","44","","Allure labels","","","","should be able to add markdown description","
## Emphasis

**This is bold text**

__This is bold text__

*This is italic text*

_This is italic text_

~~Strikethrough~~
"
