"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 05 00:40:55 GMT 2023","Wed Apr 05 00:40:55 GMT 2023","10","","Allure Environment info","","","","should add Environment info",""
"passed","Wed Apr 05 00:42:05 GMT 2023","Wed Apr 05 00:42:06 GMT 2023","377","","Allure screenshots","","","","should attach screenshot with custom name",""
"skipped","Wed Apr 05 00:42:15 GMT 2023","Wed Apr 05 00:42:15 GMT 2023","5","","Allure test statuses","","","","should be skipped",""
"passed","Wed Apr 05 00:40:47 GMT 2023","Wed Apr 05 00:40:47 GMT 2023","66","","Allure Cypress log","","","","should log cypress commands as steps when allureLogCypress is enabled",""
"passed","Wed Apr 05 00:41:20 GMT 2023","Wed Apr 05 00:41:20 GMT 2023","49","","Allure links","","","","should be able to add link to issue tracker",""
"passed","Wed Apr 05 00:42:29 GMT 2023","Wed Apr 05 00:42:29 GMT 2023","60","","Allure labels","","","","should be able to add severity",""
"passed","Wed Apr 05 00:42:33 GMT 2023","Wed Apr 05 00:42:33 GMT 2023","12","Allure tests structure","Allure tests structure","Set in beforeEach","","","""Tests structure"", ""behaviors"", ""labels""",""
"passed","Wed Apr 05 00:41:33 GMT 2023","Wed Apr 05 00:41:33 GMT 2023","2","","Multiple domains","","","","Visit Site 1 - Google",""
"passed","Wed Apr 05 00:40:47 GMT 2023","Wed Apr 05 00:40:47 GMT 2023","3","","Allure Cypress log","","","","should be configurable by allureLogCypress env variable",""
"passed","Wed Apr 05 00:42:29 GMT 2023","Wed Apr 05 00:42:29 GMT 2023","50","","Allure labels","","","","should be able to add owner",""
"passed","Wed Apr 05 00:41:20 GMT 2023","Wed Apr 05 00:41:20 GMT 2023","9","","Allure links","","","","should be configurable with prefix env variables",""
"skipped","Wed Apr 05 00:42:10 GMT 2023","Wed Apr 05 00:42:10 GMT 2023","2","","Allure skipped tests","","","","skip by it.skip",""
"failed","Wed Apr 05 00:41:38 GMT 2023","Wed Apr 05 00:41:40 GMT 2023","2463","","Multiple domains","","","","Visit Site 3 - Yahoo",""
"passed","Wed Apr 05 00:40:39 GMT 2023","Wed Apr 05 00:40:39 GMT 2023","36","","Allure attachments","","","","should be able to attach existing file to test by path",""
"passed","Wed Apr 05 00:41:20 GMT 2023","Wed Apr 05 00:41:20 GMT 2023","56","","Allure links","","","","should be able to add link to test management system",""
"passed","Wed Apr 05 00:42:29 GMT 2023","Wed Apr 05 00:42:29 GMT 2023","63","","Allure labels","","","","should be able to add tag",""
"skipped","Wed Apr 05 00:42:10 GMT 2023","Wed Apr 05 00:42:10 GMT 2023","9","","Allure skipped tests","","","","skip from inside (should be able to add tag)",""
"passed","Wed Apr 05 00:41:58 GMT 2023","Wed Apr 05 00:41:58 GMT 2023","135","","Allure retry","","","","passed test no retries",""
"passed","Wed Apr 05 00:40:47 GMT 2023","Wed Apr 05 00:40:49 GMT 2023","1646","","Allure Cypress log","","","","should attach cy.request data with allureLogCypress and allureAttachRequests env vars",""
"passed","Wed Apr 05 00:42:29 GMT 2023","Wed Apr 05 00:42:29 GMT 2023","76","","Allure labels","","","","should be able to add html description",""
"passed","Wed Apr 05 00:41:01 GMT 2023","Wed Apr 05 00:41:01 GMT 2023","9","","Allure executor info","","","","should write executors.json file",""
"failed","Wed Apr 05 00:41:58 GMT 2023","Wed Apr 05 00:41:58 GMT 2023","379","","Allure retry","","","","test with retries - fail (no screenshots for retries)",""
"failed","Wed Apr 05 00:42:15 GMT 2023","Wed Apr 05 00:42:19 GMT 2023","4207","","Allure test statuses","","","","should be failed",""
"passed","Wed Apr 05 00:42:29 GMT 2023","Wed Apr 05 00:42:29 GMT 2023","52","","Allure labels","","","","should be able to add test id for allure testops",""
"passed","Wed Apr 05 00:42:06 GMT 2023","Wed Apr 05 00:42:06 GMT 2023","55","","Allure screenshots","","","","should attach screenshot diff",""
"passed","Wed Apr 05 00:41:49 GMT 2023","Wed Apr 05 00:41:49 GMT 2023","47","","Allure parameters","","","","should attach parameter number 2 to step",""
"passed","Wed Apr 05 00:41:54 GMT 2023","Wed Apr 05 00:41:54 GMT 2023","248","","Allure retry","","","","test with retries",""
