"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 05 01:03:56 GMT 2023","Wed Apr 05 01:03:56 GMT 2023","17","Allure tests structure","Allure tests structure","Set in beforeEach","","","""Tests structure"", ""behaviors"", ""labels""",""
"broken","Wed Apr 05 01:02:24 GMT 2023","Wed Apr 05 01:02:24 GMT 2023","0","","cypress/e2e/examples/crashed.cy.js","","","","Oops...we found an error preparing this test file: cypress/e2e/examples/crashed.cy.js",""
"passed","Wed Apr 05 01:03:48 GMT 2023","Wed Apr 05 01:03:48 GMT 2023","31","","Allure steps","","","","could be started for current test with step and finished automatically",""
"passed","Wed Apr 05 01:03:56 GMT 2023","Wed Apr 05 01:03:56 GMT 2023","43","Allure tests structure","Set in test","Using commands","","","""Set in test"", ""Using commands""",""
"passed","Wed Apr 05 01:03:26 GMT 2023","Wed Apr 05 01:03:27 GMT 2023","100","","Allure retry","","","","passed test no retries",""
"passed","Wed Apr 05 01:03:52 GMT 2023","Wed Apr 05 01:03:52 GMT 2023","7","","Allure labels","","","","should be able to add label",""
"failed","Wed Apr 05 01:03:26 GMT 2023","Wed Apr 05 01:03:26 GMT 2023","319","","Allure retry","","","","test with retries - fail (no screenshots for retries)",""
"passed","Wed Apr 05 01:03:06 GMT 2023","Wed Apr 05 01:03:06 GMT 2023","399","","Multiple domains","","","","Visit Site 2 - Bing",""
"passed","Wed Apr 05 01:02:28 GMT 2023","Wed Apr 05 01:02:28 GMT 2023","65","","Allure Cypress log","","","","should log cypress commands as steps when allureLogCypress is enabled",""
"passed","Wed Apr 05 01:02:28 GMT 2023","Wed Apr 05 01:02:28 GMT 2023","61","","Allure Cypress log","","","","should log cypress custom command as separate step",""
"passed","Wed Apr 05 01:03:06 GMT 2023","Wed Apr 05 01:03:06 GMT 2023","2","","Multiple domains","","","","Visit Site 1 - Google",""
"passed","Wed Apr 05 01:02:28 GMT 2023","Wed Apr 05 01:02:29 GMT 2023","1179","","Allure Cypress log","","","","should attach cy.request data with allureLogCypress and allureAttachRequests env vars",""
"skipped","Wed Apr 05 01:03:36 GMT 2023","Wed Apr 05 01:03:36 GMT 2023","0","","Allure skipped tests","","","","skip by xit",""
"passed","Wed Apr 05 01:03:48 GMT 2023","Wed Apr 05 01:03:48 GMT 2023","35","","Allure steps","","","","could be started for current executable with log step, or step(name,false) and finish automatically",""
"passed","Wed Apr 05 01:03:25 GMT 2023","Wed Apr 05 01:03:25 GMT 2023","432","","Allure retry","","","","test with retries (no screenshots for retries)",""
"passed","Wed Apr 05 01:03:19 GMT 2023","Wed Apr 05 01:03:19 GMT 2023","39","","Allure parameters","","","","should attach parameter number 1 to step",""
"failed","Wed Apr 05 01:03:40 GMT 2023","Wed Apr 05 01:03:44 GMT 2023","4168","","Allure test statuses","","","","should be failed",""
"passed","Wed Apr 05 01:03:52 GMT 2023","Wed Apr 05 01:03:52 GMT 2023","45","","Allure labels","","","","should be able to add severity",""
"passed","Wed Apr 05 01:02:50 GMT 2023","Wed Apr 05 01:02:50 GMT 2023","23","","Allure hooks","","","","should log before hooks as pre-requisites and each hooks as steps",""
"passed","Wed Apr 05 01:03:56 GMT 2023","Wed Apr 05 01:03:56 GMT 2023","46","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in beforeEach""",""
"passed","Wed Apr 05 01:03:52 GMT 2023","Wed Apr 05 01:03:52 GMT 2023","45","","Allure labels","","","","should be able to add html description",""
"passed","Wed Apr 05 01:02:53 GMT 2023","Wed Apr 05 01:02:53 GMT 2023","8","","Allure links","","","","should be configurable with prefix env variables",""
"passed","Wed Apr 05 01:03:19 GMT 2023","Wed Apr 05 01:03:19 GMT 2023","36","","Allure parameters","","","","should attach parameter number 2 to step",""
"passed","Wed Apr 05 01:03:23 GMT 2023","Wed Apr 05 01:03:24 GMT 2023","228","","Allure retry","","","","test with retries",""
"passed","Wed Apr 05 01:02:21 GMT 2023","Wed Apr 05 01:02:21 GMT 2023","27","","Allure attachments","","","","should be able to attach existing file to test by path",""
"skipped","Wed Apr 05 01:03:36 GMT 2023","Wed Apr 05 01:03:36 GMT 2023","3","","Allure skipped tests","","","","skip by it.skip",""
"passed","Wed Apr 05 01:02:21 GMT 2023","Wed Apr 05 01:02:21 GMT 2023","31","","Allure attachments","","","","should be able to attach file to test by content",""
"passed","Wed Apr 05 01:03:52 GMT 2023","Wed Apr 05 01:03:52 GMT 2023","38","","Allure labels","","","","should be able to add test id for allure testops",""
"passed","Wed Apr 05 01:02:30 GMT 2023","Wed Apr 05 01:02:30 GMT 2023","75","","Allure Cypress log","","","","should not log cypress commands when allureLogCypress is disabled",""
"passed","Wed Apr 05 01:03:19 GMT 2023","Wed Apr 05 01:03:19 GMT 2023","37","","Allure parameters","","","","should attach testParameter number 2 to test",""
"passed","Wed Apr 05 01:03:40 GMT 2023","Wed Apr 05 01:03:40 GMT 2023","36","","Allure test statuses","","","","should be passed",""
"passed","Wed Apr 05 01:02:28 GMT 2023","Wed Apr 05 01:02:28 GMT 2023","3","","Allure Cypress log","","","","should be configurable by allureLogCypress env variable",""
"passed","Wed Apr 05 01:02:54 GMT 2023","Wed Apr 05 01:02:54 GMT 2023","40","","Allure links","","","","should be able to add link other external system",""
"passed","Wed Apr 05 01:02:54 GMT 2023","Wed Apr 05 01:02:54 GMT 2023","58","","Allure links","","","","should be able to add link to issue tracker",""
"passed","Wed Apr 05 01:03:52 GMT 2023","Wed Apr 05 01:03:52 GMT 2023","58","","Allure labels","","","","should be able to add tag",""
"passed","Wed Apr 05 01:03:52 GMT 2023","Wed Apr 05 01:03:52 GMT 2023","36","","Allure labels","","","","should be able to add owner",""
"failed","Wed Apr 05 01:03:09 GMT 2023","Wed Apr 05 01:03:12 GMT 2023","2312","","Multiple domains","","","","Visit Site 3 - Yahoo",""
"passed","Wed Apr 05 01:02:38 GMT 2023","Wed Apr 05 01:02:38 GMT 2023","12","","Allure executor info","","","","should write executors.json file",""
"passed","Wed Apr 05 01:03:32 GMT 2023","Wed Apr 05 01:03:32 GMT 2023","307","","Allure screenshots","","","","should attach screenshot with custom name",""
"skipped","Wed Apr 05 01:03:40 GMT 2023","Wed Apr 05 01:03:40 GMT 2023","3","","Allure test statuses","","","","should be skipped",""
